State,date,Positive COVID Tests,Total COVID Tests,Month,Day,Year,COVID Positivity Rate
Connecticut,5/5/2020,30621.0,108643.0,05 May,5,2020,28.18
District of Columbia,5/5/2020,5322.0,24329.0,05 May,5,2020,21.88
Delaware,5/5/2020,5371.0,24680.0,05 May,5,2020,21.76
Florida,5/5/2020,37439.0,465691.0,05 May,5,2020,8.04
Georgia,5/5/2020,29711.0,200814.0,05 May,5,2020,14.8
Guam,5/5/2020,149.0,3490.0,05 May,5,2020,4.27
Hawaii,5/5/2020,621.0,34862.0,05 May,5,2020,1.78
Iowa,5/5/2020,10111.0,60569.0,05 May,5,2020,16.69
Idaho,5/5/2020,2106.0,30146.0,05 May,5,2020,6.99
Illinois,5/5/2020,65962.0,346286.0,05 May,5,2020,19.05
Indiana,5/5/2020,21033.0,115834.0,05 May,5,2020,18.16
Kansas,5/5/2020,5458.0,40092.0,05 May,5,2020,13.61
Kentucky,5/5/2020,5245.0,60046.0,05 May,5,2020,8.73
Louisiana,5/5/2020,29996.0,188231.0,05 May,5,2020,15.94
Massachusetts,5/5/2020,70271.0,418137.0,05 May,5,2020,16.81
Maryland,5/5/2020,27117.0,140103.0,05 May,5,2020,19.36
Maine,5/5/2020,1226.0,20772.0,05 May,5,2020,5.9
Michigan,5/5/2020,50497.0,263588.0,05 May,5,2020,19.16
Minnesota,5/5/2020,10876.0,100078.0,05 May,5,2020,10.87
Missouri,5/5/2020,8916.0,100383.0,05 May,5,2020,8.88
Northern Mariana Islands,5/5/2020,14.0,1797.0,05 May,5,2020,0.78
Mississippi,5/5/2020,8207.0,80308.0,05 May,5,2020,10.22
Montana,5/5/2020,456.0,15272.0,05 May,5,2020,2.99
North Carolina,5/5/2020,12256.0,151800.0,05 May,5,2020,8.07
North Dakota,5/5/2020,1266.0,38434.0,05 May,5,2020,3.29
Nebraska,5/5/2020,6083.0,34609.0,05 May,5,2020,17.58
New Hampshire,5/5/2020,2588.0,28788.0,05 May,5,2020,8.99
New Jersey,5/5/2020,130593.0,287623.0,05 May,5,2020,45.4
New Mexico,5/5/2020,4031.0,81720.0,05 May,5,2020,4.93
Nevada,5/5/2020,5594.0,47884.0,05 May,5,2020,11.68
New York,5/5/2020,321192.0,1028899.0,05 May,5,2020,31.22
Ohio,5/5/2020,20969.0,160735.0,05 May,5,2020,13.05
Oklahoma,5/5/2020,4127.0,79417.0,05 May,5,2020,5.2
Oregon,5/5/2020,2839.0,65424.0,05 May,5,2020,4.34
Pennsylvania,5/5/2020,50957.0,250882.0,05 May,5,2020,20.31
Puerto Rico,5/5/2020,1924.0,11237.0,05 May,5,2020,17.12
Rhode Island,5/5/2020,10297.0,80202.0,05 May,5,2020,12.84
South Carolina,5/5/2020,6757.0,67771.0,05 May,5,2020,9.97
South Dakota,5/5/2020,2721.0,19022.0,05 May,5,2020,14.3
Tennesee,5/5/2020,13690.0,218862.0,05 May,5,2020,6.26
Texas,5/5/2020,33369.0,427210.0,05 May,5,2020,7.81
Utah,5/5/2020,5449.0,126715.0,05 May,5,2020,4.3
Virginia,5/5/2020,20256.0,138936.0,05 May,5,2020,14.58
Virgin Islands,5/5/2020,66.0,1039.0,05 May,5,2020,6.35
Vermont,5/5/2020,909.0,16974.0,05 May,5,2020,5.36
Washington,5/5/2020,16776.0,242290.0,05 May,5,2020,6.92
Wisconsin,5/5/2020,9896.0,93863.0,05 May,5,2020,10.54
West Virginia,5/5/2020,1238.0,54823.0,05 May,5,2020,2.26
Wyoming,5/5/2020,604.0,10923.0,05 May,5,2020,5.53
Alaska,5/4/2020,370.0,21723.0,05 May,4,2020,1.7
Alabama,5/4/2020,8025.0,103117.0,05 May,4,2020,7.78
Arkansas,5/4/2020,3458.0,54442.0,05 May,4,2020,6.35
American Samoa,5/4/2020,0.0,83.0,05 May,4,2020,0.0
Arizona,5/4/2020,8919.0,85253.0,05 May,4,2020,10.46
California,5/4/2020,54937.0,747874.0,05 May,4,2020,7.35
Colorado,5/4/2020,16635.0,91424.0,05 May,4,2020,18.2
Connecticut,5/4/2020,29287.0,102493.0,05 May,4,2020,28.57
District of Columbia,5/4/2020,5170.0,23795.0,05 May,4,2020,21.73
Delaware,5/4/2020,5288.0,24110.0,05 May,4,2020,21.93
Florida,5/4/2020,36897.0,444270.0,05 May,4,2020,8.31
Georgia,5/4/2020,29368.0,183012.0,05 May,4,2020,16.05
Guam,5/4/2020,149.0,3391.0,05 May,4,2020,4.39
Hawaii,5/4/2020,620.0,34364.0,05 May,4,2020,1.8
Iowa,5/4/2020,9703.0,57161.0,05 May,4,2020,16.97
Idaho,5/4/2020,2061.0,29651.0,05 May,4,2020,6.95
Illinois,5/4/2020,63840.0,333147.0,05 May,4,2020,19.16
Indiana,5/4/2020,20507.0,113297.0,05 May,4,2020,18.1
Kansas,5/4/2020,5245.0,38603.0,05 May,4,2020,13.59
Kentucky,5/4/2020,5130.0,58408.0,05 May,4,2020,8.78
Louisiana,5/4/2020,29673.0,180931.0,05 May,4,2020,16.4
Massachusetts,5/4/2020,69087.0,402124.0,05 May,4,2020,17.18
Maryland,5/4/2020,26408.0,136995.0,05 May,4,2020,19.28
Maine,5/4/2020,1205.0,20751.0,05 May,4,2020,5.81
Michigan,5/4/2020,49809.0,252480.0,05 May,4,2020,19.73
Minnesota,5/4/2020,10235.0,96912.0,05 May,4,2020,10.56
Missouri,5/4/2020,8754.0,99201.0,05 May,4,2020,8.82
Northern Mariana Islands,5/4/2020,14.0,1335.0,05 May,4,2020,1.05
Mississippi,5/4/2020,7877.0,79677.0,05 May,4,2020,9.89
Montana,5/4/2020,457.0,15088.0,05 May,4,2020,3.03
North Carolina,5/4/2020,11848.0,146439.0,05 May,4,2020,8.09
North Dakota,5/4/2020,1225.0,36556.0,05 May,4,2020,3.35
Nebraska,5/4/2020,5910.0,33754.0,05 May,4,2020,17.51
New Hampshire,5/4/2020,2588.0,27910.0,05 May,4,2020,9.27
New Jersey,5/4/2020,128269.0,277220.0,05 May,4,2020,46.27
New Mexico,5/4/2020,3850.0,77977.0,05 May,4,2020,4.94
Nevada,5/4/2020,5491.0,46166.0,05 May,4,2020,11.89
New York,5/4/2020,318953.0,1007310.0,05 May,4,2020,31.66
Ohio,5/4/2020,20474.0,155155.0,05 May,4,2020,13.2
Oklahoma,5/4/2020,4044.0,63848.0,05 May,4,2020,6.33
Oregon,5/4/2020,2759.0,63457.0,05 May,4,2020,4.35
Pennsylvania,5/4/2020,50092.0,245590.0,05 May,4,2020,20.4
Puerto Rico,5/4/2020,1843.0,11156.0,05 May,4,2020,16.52
Rhode Island,5/4/2020,9994.0,77717.0,05 May,4,2020,12.86
South Carolina,5/4/2020,6626.0,64188.0,05 May,4,2020,10.32
South Dakota,5/4/2020,2668.0,18713.0,05 May,4,2020,14.26
Tennesee,5/4/2020,13571.0,211443.0,05 May,4,2020,6.42
Texas,5/4/2020,32332.0,407398.0,05 May,4,2020,7.94
Utah,5/4/2020,5317.0,124661.0,05 May,4,2020,4.27
Virginia,5/4/2020,19492.0,135641.0,05 May,4,2020,14.37
Virgin Islands,5/4/2020,66.0,1031.0,05 May,4,2020,6.4
Vermont,5/4/2020,906.0,16795.0,05 May,4,2020,5.39
Washington,5/4/2020,16518.0,236165.0,05 May,4,2020,6.99
Wisconsin,5/4/2020,9538.0,90005.0,05 May,4,2020,10.6
West Virginia,5/4/2020,1206.0,53239.0,05 May,4,2020,2.27
Wyoming,5/4/2020,596.0,10464.0,05 May,4,2020,5.7
Alaska,5/3/2020,368.0,21578.0,05 May,3,2020,1.71
Alabama,5/3/2020,7725.0,92500.0,05 May,3,2020,8.35
Arkansas,5/3/2020,3431.0,52890.0,05 May,3,2020,6.49
American Samoa,5/3/2020,0.0,57.0,05 May,3,2020,0.0
Arizona,5/3/2020,8640.0,81119.0,05 May,3,2020,10.65
California,5/3/2020,53616.0,715751.0,05 May,3,2020,7.49
Colorado,5/3/2020,16225.0,87842.0,05 May,3,2020,18.47
Connecticut,5/3/2020,29287.0,102493.0,05 May,3,2020,28.57
District of Columbia,5/3/2020,5016.0,23102.0,05 May,3,2020,21.71
Delaware,5/3/2020,5208.0,23737.0,05 May,3,2020,21.94
Florida,5/3/2020,36078.0,428189.0,05 May,3,2020,8.43
Georgia,5/3/2020,28602.0,174800.0,05 May,3,2020,16.36
Guam,5/3/2020,150.0,3302.0,05 May,3,2020,4.54
Hawaii,5/3/2020,620.0,33854.0,05 May,3,2020,1.83
Iowa,5/3/2020,9169.0,53186.0,05 May,3,2020,17.24
Idaho,5/3/2020,2061.0,29651.0,05 May,3,2020,6.95
Illinois,5/3/2020,61499.0,319313.0,05 May,3,2020,19.26
Indiana,5/3/2020,19933.0,108859.0,05 May,3,2020,18.31
Kansas,5/3/2020,5030.0,36778.0,05 May,3,2020,13.68
Kentucky,5/3/2020,4879.0,57648.0,05 May,3,2020,8.46
Louisiana,5/3/2020,29340.0,176160.0,05 May,3,2020,16.66
Massachusetts,5/3/2020,68087.0,386680.0,05 May,3,2020,17.61
Maryland,5/3/2020,25462.0,132794.0,05 May,3,2020,19.17
Maine,5/3/2020,1185.0,20731.0,05 May,3,2020,5.72
Michigan,5/3/2020,49029.0,244390.0,05 May,3,2020,20.06
Minnesota,5/3/2020,9411.0,92844.0,05 May,3,2020,10.14
Missouri,5/3/2020,8386.0,97614.0,05 May,3,2020,8.59
Northern Mariana Islands,5/3/2020,14.0,1335.0,05 May,3,2020,1.05
Mississippi,5/3/2020,7550.0,77593.0,05 May,3,2020,9.73
Montana,5/3/2020,455.0,15007.0,05 May,3,2020,3.03
North Carolina,5/3/2020,11664.0,143835.0,05 May,3,2020,8.11
North Dakota,5/3/2020,1191.0,35095.0,05 May,3,2020,3.39
Nebraska,5/3/2020,5326.0,31262.0,05 May,3,2020,17.04
New Hampshire,5/3/2020,2429.0,27484.0,05 May,3,2020,8.84
New Jersey,5/3/2020,126744.0,275066.0,05 May,3,2020,46.08
New Mexico,5/3/2020,3732.0,74944.0,05 May,3,2020,4.98
Nevada,5/3/2020,5423.0,45266.0,05 May,3,2020,11.98
New York,5/3/2020,316415.0,985911.0,05 May,3,2020,32.09
Ohio,5/3/2020,19914.0,150166.0,05 May,3,2020,13.26
Oklahoma,5/3/2020,3972.0,63776.0,05 May,3,2020,6.23
Oregon,5/3/2020,2680.0,62054.0,05 May,3,2020,4.32
Pennsylvania,5/3/2020,49267.0,240641.0,05 May,3,2020,20.47
Puerto Rico,5/3/2020,1808.0,11121.0,05 May,3,2020,16.26
Rhode Island,5/3/2020,9703.0,75274.0,05 May,3,2020,12.89
South Carolina,5/3/2020,6626.0,64188.0,05 May,3,2020,10.32
South Dakota,5/3/2020,2631.0,18417.0,05 May,3,2020,14.29
Tennesee,5/3/2020,13177.0,204607.0,05 May,3,2020,6.44
Texas,5/3/2020,31548.0,390560.0,05 May,3,2020,8.08
Utah,5/3/2020,5175.0,122102.0,05 May,3,2020,4.24
Virginia,5/3/2020,18671.0,130820.0,05 May,3,2020,14.27
Virgin Islands,5/3/2020,66.0,1017.0,05 May,3,2020,6.49
Vermont,5/3/2020,901.0,16471.0,05 May,3,2020,5.47
Washington,5/3/2020,16132.0,229800.0,05 May,3,2020,7.02
Wisconsin,5/3/2020,9227.0,87224.0,05 May,3,2020,10.58
West Virginia,5/3/2020,1191.0,51638.0,05 May,3,2020,2.31
Wyoming,5/3/2020,586.0,10226.0,05 May,3,2020,5.73
Alaska,5/2/2020,365.0,21399.0,05 May,2,2020,1.71
Alabama,5/2/2020,7434.0,92209.0,05 May,2,2020,8.06
Arkansas,5/2/2020,3372.0,51582.0,05 May,2,2020,6.54
American Samoa,5/2/2020,0.0,57.0,05 May,2,2020,0.0
Arizona,5/2/2020,8364.0,77997.0,05 May,2,2020,10.72
California,5/2/2020,52197.0,685048.0,05 May,2,2020,7.62
Colorado,5/2/2020,15768.0,84507.0,05 May,2,2020,18.66
Connecticut,5/2/2020,28764.0,100257.0,05 May,2,2020,28.69
District of Columbia,5/2/2020,4797.0,22004.0,05 May,2,2020,21.8
Delaware,5/2/2020,5038.0,23112.0,05 May,2,2020,21.8
Florida,5/2/2020,35463.0,416012.0,05 May,2,2020,8.52
Georgia,5/2/2020,28306.0,174800.0,05 May,2,2020,16.19
Guam,5/2/2020,148.0,3188.0,05 May,2,2020,4.64
Hawaii,5/2/2020,619.0,33240.0,05 May,2,2020,1.86
Iowa,5/2/2020,8641.0,46349.0,05 May,2,2020,18.64
Idaho,5/2/2020,2035.0,29335.0,05 May,2,2020,6.94
Illinois,5/2/2020,58505.0,299896.0,05 May,2,2020,19.51
Indiana,5/2/2020,19295.0,104141.0,05 May,2,2020,18.53
Kansas,5/2/2020,4746.0,34942.0,05 May,2,2020,13.58
Kentucky,5/2/2020,4879.0,57648.0,05 May,2,2020,8.46
Louisiana,5/2/2020,29140.0,172858.0,05 May,2,2020,16.86
Massachusetts,5/2/2020,66263.0,380218.0,05 May,2,2020,17.43
Maryland,5/2/2020,24473.0,125522.0,05 May,2,2020,19.5
Maine,5/2/2020,1152.0,20698.0,05 May,2,2020,5.57
Michigan,5/2/2020,48672.0,237385.0,05 May,2,2020,20.5
Minnesota,5/2/2020,9071.0,89680.0,05 May,2,2020,10.11
Missouri,5/2/2020,8154.0,93120.0,05 May,2,2020,8.76
Northern Mariana Islands,5/2/2020,14.0,948.0,05 May,2,2020,1.48
Mississippi,5/2/2020,7441.0,74475.0,05 May,2,2020,9.99
Montana,5/2/2020,455.0,14635.0,05 May,2,2020,3.11
North Carolina,5/2/2020,11509.0,139475.0,05 May,2,2020,8.25
North Dakota,5/2/2020,1153.0,33206.0,05 May,2,2020,3.47
Nebraska,5/2/2020,4838.0,29348.0,05 May,2,2020,16.48
New Hampshire,5/2/2020,2310.0,26262.0,05 May,2,2020,8.8
New Jersey,5/2/2020,123717.0,262312.0,05 May,2,2020,47.16
New Mexico,5/2/2020,3513.0,71118.0,05 May,2,2020,4.94
Nevada,5/2/2020,5311.0,44387.0,05 May,2,2020,11.97
New York,5/2/2020,312977.0,959071.0,05 May,2,2020,32.63
Ohio,5/2/2020,19335.0,145819.0,05 May,2,2020,13.26
Oklahoma,5/2/2020,3851.0,63655.0,05 May,2,2020,6.05
Oregon,5/2/2020,2635.0,60136.0,05 May,2,2020,4.38
Pennsylvania,5/2/2020,48305.0,235376.0,05 May,2,2020,20.52
Puerto Rico,5/2/2020,1757.0,11070.0,05 May,2,2020,15.87
Rhode Island,5/2/2020,9522.0,73091.0,05 May,2,2020,13.03
South Carolina,5/2/2020,6489.0,61616.0,05 May,2,2020,10.53
South Dakota,5/2/2020,2588.0,18091.0,05 May,2,2020,14.31
Tennesee,5/2/2020,12661.0,196276.0,05 May,2,2020,6.45
Texas,5/2/2020,30522.0,380648.0,05 May,2,2020,8.02
Utah,5/2/2020,4981.0,117804.0,05 May,2,2020,4.23
Virginia,5/2/2020,17731.0,124968.0,05 May,2,2020,14.19
Virgin Islands,5/2/2020,66.0,988.0,05 May,2,2020,6.68
Vermont,5/2/2020,896.0,16128.0,05 May,2,2020,5.56
Washington,5/2/2020,16048.0,228003.0,05 May,2,2020,7.04
Wisconsin,5/2/2020,8920.0,84490.0,05 May,2,2020,10.56
West Virginia,5/2/2020,1169.0,49146.0,05 May,2,2020,2.38
Wyoming,5/2/2020,579.0,10042.0,05 May,2,2020,5.77
Alaska,5/1/2020,364.0,20325.0,05 May,1,2020,1.79
Alabama,5/1/2020,7158.0,91933.0,05 May,1,2020,7.79
Arkansas,5/1/2020,3321.0,49676.0,05 May,1,2020,6.69
American Samoa,5/1/2020,0.0,57.0,05 May,1,2020,0.0
Arizona,5/1/2020,7962.0,74879.0,05 May,1,2020,10.63
California,5/1/2020,50442.0,654985.0,05 May,1,2020,7.7
Colorado,5/1/2020,15284.0,81171.0,05 May,1,2020,18.83
Connecticut,5/1/2020,28764.0,100257.0,05 May,1,2020,28.69
District of Columbia,5/1/2020,4658.0,21135.0,05 May,1,2020,22.04
Delaware,5/1/2020,4918.0,22585.0,05 May,1,2020,21.78
Florida,5/1/2020,34728.0,402699.0,05 May,1,2020,8.62
Georgia,5/1/2020,27270.0,168367.0,05 May,1,2020,16.2
Guam,5/1/2020,146.0,3005.0,05 May,1,2020,4.86
Hawaii,5/1/2020,618.0,32373.0,05 May,1,2020,1.91
Iowa,5/1/2020,7884.0,45592.0,05 May,1,2020,17.29
Idaho,5/1/2020,2015.0,29070.0,05 May,1,2020,6.93
Illinois,5/1/2020,56055.0,284688.0,05 May,1,2020,19.69
Indiana,5/1/2020,18630.0,99639.0,05 May,1,2020,18.7
Kansas,5/1/2020,4449.0,33034.0,05 May,1,2020,13.47
Kentucky,5/1/2020,4708.0,56611.0,05 May,1,2020,8.32
Louisiana,5/1/2020,28711.0,168251.0,05 May,1,2020,17.06
Massachusetts,5/1/2020,64311.0,371021.0,05 May,1,2020,17.33
Maryland,5/1/2020,23472.0,120983.0,05 May,1,2020,19.4
Maine,5/1/2020,1123.0,20669.0,05 May,1,2020,5.43
Michigan,5/1/2020,48240.0,227047.0,05 May,1,2020,21.25
Minnesota,5/1/2020,8736.0,85950.0,05 May,1,2020,10.16
Missouri,5/1/2020,7835.0,88989.0,05 May,1,2020,8.8
Northern Mariana Islands,5/1/2020,14.0,763.0,05 May,1,2020,1.83
Mississippi,5/1/2020,7212.0,71548.0,05 May,1,2020,10.08
Montana,5/1/2020,453.0,14203.0,05 May,1,2020,3.19
North Carolina,5/1/2020,10923.0,133832.0,05 May,1,2020,8.16
North Dakota,5/1/2020,1107.0,31092.0,05 May,1,2020,3.56
Nebraska,5/1/2020,4281.0,27385.0,05 May,1,2020,15.63
New Hampshire,5/1/2020,2146.0,25142.0,05 May,1,2020,8.54
New Jersey,5/1/2020,121190.0,256545.0,05 May,1,2020,47.24
New Mexico,5/1/2020,3411.0,67869.0,05 May,1,2020,5.03
Nevada,5/1/2020,5227.0,43595.0,05 May,1,2020,11.99
New York,5/1/2020,308314.0,927438.0,05 May,1,2020,33.24
Ohio,5/1/2020,18743.0,140506.0,05 May,1,2020,13.34
Oklahoma,5/1/2020,3748.0,63552.0,05 May,1,2020,5.9
Oregon,5/1/2020,2579.0,58176.0,05 May,1,2020,4.43
Pennsylvania,5/1/2020,46971.0,227448.0,05 May,1,2020,20.65
Puerto Rico,5/1/2020,1575.0,10888.0,05 May,1,2020,14.47
Rhode Island,5/1/2020,9333.0,69551.0,05 May,1,2020,13.42
South Carolina,5/1/2020,6258.0,59379.0,05 May,1,2020,10.54
South Dakota,5/1/2020,2525.0,17363.0,05 May,1,2020,14.54
Tennesee,5/1/2020,11891.0,186132.0,05 May,1,2020,6.39
Texas,5/1/2020,29229.0,351775.0,05 May,1,2020,8.31
Utah,5/1/2020,4828.0,112558.0,05 May,1,2020,4.29
Virginia,5/1/2020,16901.0,118355.0,05 May,1,2020,14.28
Virgin Islands,5/1/2020,66.0,877.0,05 May,1,2020,7.53
Vermont,5/1/2020,885.0,15815.0,05 May,1,2020,5.6
Washington,5/1/2020,15936.0,225299.0,05 May,1,2020,7.07
Wisconsin,5/1/2020,8550.0,81116.0,05 May,1,2020,10.54
West Virginia,5/1/2020,1136.0,46844.0,05 May,1,2020,2.43
Wyoming,5/1/2020,566.0,9702.0,05 May,1,2020,5.83
Alaska,4/30/2020,355.0,19119.0,04 Apr,30,2020,1.86
Alabama,4/30/2020,7019.0,87196.0,04 Apr,30,2020,8.05
Arkansas,4/30/2020,3255.0,48379.0,04 Apr,30,2020,6.73
American Samoa,4/30/2020,0.0,3.0,04 Apr,30,2020,0.0
Arizona,4/30/2020,7648.0,71786.0,04 Apr,30,2020,10.65
California,4/30/2020,48917.0,625337.0,04 Apr,30,2020,7.82
Colorado,4/30/2020,14758.0,77859.0,04 Apr,30,2020,18.95
Connecticut,4/30/2020,27700.0,97133.0,04 Apr,30,2020,28.52
District of Columbia,4/30/2020,4323.0,20079.0,04 Apr,30,2020,21.53
Delaware,4/30/2020,4734.0,21820.0,04 Apr,30,2020,21.7
Florida,4/30/2020,33690.0,382405.0,04 Apr,30,2020,8.81
Georgia,4/30/2020,26155.0,149044.0,04 Apr,30,2020,17.55
Guam,4/30/2020,146.0,2108.0,04 Apr,30,2020,6.93
Hawaii,4/30/2020,613.0,31637.0,04 Apr,30,2020,1.94
Iowa,4/30/2020,7145.0,42667.0,04 Apr,30,2020,16.75
Idaho,4/30/2020,1984.0,28693.0,04 Apr,30,2020,6.91
Illinois,4/30/2020,52918.0,269867.0,04 Apr,30,2020,19.61
Indiana,4/30/2020,17835.0,94998.0,04 Apr,30,2020,18.77
Kansas,4/30/2020,4238.0,31626.0,04 Apr,30,2020,13.4
Kentucky,4/30/2020,4539.0,54101.0,04 Apr,30,2020,8.39
Louisiana,4/30/2020,28001.0,161309.0,04 Apr,30,2020,17.36
Massachusetts,4/30/2020,62205.0,353731.0,04 Apr,30,2020,17.59
Maryland,4/30/2020,21742.0,114359.0,04 Apr,30,2020,19.01
Maine,4/30/2020,1095.0,20641.0,04 Apr,30,2020,5.3
Michigan,4/30/2020,47505.0,216449.0,04 Apr,30,2020,21.95
Minnesota,4/30/2020,8116.0,81465.0,04 Apr,30,2020,9.96
Missouri,4/30/2020,7562.0,84070.0,04 Apr,30,2020,8.99
Northern Mariana Islands,4/30/2020,14.0,599.0,04 Apr,30,2020,2.34
Mississippi,4/30/2020,6815.0,66340.0,04 Apr,30,2020,10.27
Montana,4/30/2020,453.0,13914.0,04 Apr,30,2020,3.26
North Carolina,4/30/2020,10509.0,128036.0,04 Apr,30,2020,8.21
North Dakota,4/30/2020,1067.0,29003.0,04 Apr,30,2020,3.68
Nebraska,4/30/2020,3784.0,25321.0,04 Apr,30,2020,14.94
New Hampshire,4/30/2020,2054.0,23863.0,04 Apr,30,2020,8.61
New Jersey,4/30/2020,118652.0,247918.0,04 Apr,30,2020,47.86
New Mexico,4/30/2020,3213.0,65085.0,04 Apr,30,2020,4.94
Nevada,4/30/2020,4998.0,41986.0,04 Apr,30,2020,11.9
New York,4/30/2020,304372.0,900636.0,04 Apr,30,2020,33.8
Ohio,4/30/2020,18027.0,133890.0,04 Apr,30,2020,13.46
Oklahoma,4/30/2020,3618.0,63422.0,04 Apr,30,2020,5.7
Oregon,4/30/2020,2510.0,56032.0,04 Apr,30,2020,4.48
Pennsylvania,4/30/2020,45763.0,221365.0,04 Apr,30,2020,20.67
Puerto Rico,4/30/2020,1539.0,10852.0,04 Apr,30,2020,14.18
Rhode Island,4/30/2020,9016.0,66350.0,04 Apr,30,2020,13.59
South Carolina,4/30/2020,6095.0,56512.0,04 Apr,30,2020,10.79
South Dakota,4/30/2020,2449.0,17028.0,04 Apr,30,2020,14.38
Tennesee,4/30/2020,10735.0,177626.0,04 Apr,30,2020,6.04
Texas,4/30/2020,28087.0,330300.0,04 Apr,30,2020,8.5
Utah,4/30/2020,4672.0,108501.0,04 Apr,30,2020,4.31
Virginia,4/30/2020,15846.0,112915.0,04 Apr,30,2020,14.03
Virgin Islands,4/30/2020,66.0,873.0,04 Apr,30,2020,7.56
Vermont,4/30/2020,879.0,15236.0,04 Apr,30,2020,5.77
Washington,4/30/2020,15619.0,219604.0,04 Apr,30,2020,7.11
Wisconsin,4/30/2020,8052.0,77446.0,04 Apr,30,2020,10.4
West Virginia,4/30/2020,1118.0,44541.0,04 Apr,30,2020,2.51
Wyoming,4/30/2020,559.0,9461.0,04 Apr,30,2020,5.91
Alaska,4/29/2020,355.0,19119.0,04 Apr,29,2020,1.86
Alabama,4/29/2020,6842.0,80449.0,04 Apr,29,2020,8.5
Arkansas,4/29/2020,3192.0,45449.0,04 Apr,29,2020,7.02
American Samoa,4/29/2020,0.0,3.0,04 Apr,29,2020,0.0
Arizona,4/29/2020,7202.0,68813.0,04 Apr,29,2020,10.47
California,4/29/2020,46500.0,603139.0,04 Apr,29,2020,7.71
Colorado,4/29/2020,14316.0,75105.0,04 Apr,29,2020,19.06
Connecticut,4/29/2020,26767.0,94818.0,04 Apr,29,2020,28.23
District of Columbia,4/29/2020,4106.0,19229.0,04 Apr,29,2020,21.35
Delaware,4/29/2020,4655.0,21538.0,04 Apr,29,2020,21.61
Florida,4/29/2020,33193.0,373488.0,04 Apr,29,2020,8.89
Georgia,4/29/2020,25623.0,140223.0,04 Apr,29,2020,18.27
Guam,4/29/2020,145.0,1847.0,04 Apr,29,2020,7.85
Hawaii,4/29/2020,609.0,30313.0,04 Apr,29,2020,2.01
Iowa,4/29/2020,6843.0,41337.0,04 Apr,29,2020,16.55
Idaho,4/29/2020,1952.0,28240.0,04 Apr,29,2020,6.91
Illinois,4/29/2020,50355.0,256667.0,04 Apr,29,2020,19.62
Indiana,4/29/2020,17182.0,91550.0,04 Apr,29,2020,18.77
Kansas,4/29/2020,3738.0,29458.0,04 Apr,29,2020,12.69
Kentucky,4/29/2020,4375.0,52410.0,04 Apr,29,2020,8.35
Louisiana,4/29/2020,27660.0,156568.0,04 Apr,29,2020,17.67
Massachusetts,4/29/2020,60265.0,336857.0,04 Apr,29,2020,17.89
Maryland,4/29/2020,20849.0,110929.0,04 Apr,29,2020,18.79
Maine,4/29/2020,1056.0,20602.0,04 Apr,29,2020,5.13
Michigan,4/29/2020,46488.0,204861.0,04 Apr,29,2020,22.69
Minnesota,4/29/2020,7468.0,77118.0,04 Apr,29,2020,9.68
Missouri,4/29/2020,7425.0,79128.0,04 Apr,29,2020,9.38
Northern Mariana Islands,4/29/2020,14.0,224.0,04 Apr,29,2020,6.25
Mississippi,4/29/2020,6569.0,66094.0,04 Apr,29,2020,9.94
Montana,4/29/2020,451.0,13528.0,04 Apr,29,2020,3.33
North Carolina,4/29/2020,9948.0,118440.0,04 Apr,29,2020,8.4
North Dakota,4/29/2020,1033.0,26973.0,04 Apr,29,2020,3.83
Nebraska,4/29/2020,3374.0,23631.0,04 Apr,29,2020,14.28
New Hampshire,4/29/2020,2010.0,22258.0,04 Apr,29,2020,9.03
New Jersey,4/29/2020,116264.0,241318.0,04 Apr,29,2020,48.18
New Mexico,4/29/2020,2974.0,61745.0,04 Apr,29,2020,4.82
Nevada,4/29/2020,4898.0,41028.0,04 Apr,29,2020,11.94
New York,4/29/2020,299691.0,872481.0,04 Apr,29,2020,34.35
Ohio,4/29/2020,17303.0,128908.0,04 Apr,29,2020,13.42
Oklahoma,4/29/2020,3473.0,61267.0,04 Apr,29,2020,5.67
Oregon,4/29/2020,2446.0,54472.0,04 Apr,29,2020,4.49
Pennsylvania,4/29/2020,44366.0,214883.0,04 Apr,29,2020,20.65
Puerto Rico,4/29/2020,1433.0,10746.0,04 Apr,29,2020,13.34
Rhode Island,4/29/2020,8668.0,62531.0,04 Apr,29,2020,13.86
South Carolina,4/29/2020,5881.0,54217.0,04 Apr,29,2020,10.85
South Dakota,4/29/2020,2373.0,16833.0,04 Apr,29,2020,14.1
Tennesee,4/29/2020,10366.0,168549.0,04 Apr,29,2020,6.15
Texas,4/29/2020,27054.0,314790.0,04 Apr,29,2020,8.59
Utah,4/29/2020,4495.0,105778.0,04 Apr,29,2020,4.25
Virginia,4/29/2020,14961.0,106271.0,04 Apr,29,2020,14.08
Virgin Islands,4/29/2020,62.0,794.0,04 Apr,29,2020,7.81
Vermont,4/29/2020,866.0,15021.0,04 Apr,29,2020,5.77
Washington,4/29/2020,15371.0,214078.0,04 Apr,29,2020,7.18
Wisconsin,4/29/2020,7660.0,74290.0,04 Apr,29,2020,10.31
West Virginia,4/29/2020,1095.0,43071.0,04 Apr,29,2020,2.54
Wyoming,4/29/2020,544.0,9225.0,04 Apr,29,2020,5.9
Alaska,4/28/2020,351.0,17089.0,04 Apr,28,2020,2.05
Alabama,4/28/2020,6687.0,75827.0,04 Apr,28,2020,8.82
