State,Year,Month,Beverage,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
Missouri,2020,04 Apr,Spirits,495004,5077875,9.75,8.8,0.1074
North Dakota,2020,04 Apr,Spirits,65180,617880,10.55,9.95,0.0601
Texas,2020,04 Apr,Spirits,1519441,23257363,6.53,5.77,0.1316
Virginia,2020,04 Apr,Spirits,427915,7094962,6.03,5.35,0.1277
Wisconsin,2020,04 Apr,Spirits,534098,4851640,11.01,9.05,0.21600000000000003
Alaska,2020,04 Apr,Wine,22370,589481,3.79,3.8,-0.0007
Arkansas,2020,04 Apr,Wine,54066,2476087,2.18,2.04,0.0719
Colorado,2020,04 Apr,Wine,185167,4789291,3.87,3.8,0.018000000000000002
Connecticut,2020,04 Apr,Wine,128637,3019188,4.26,4.57,-0.0685
Florida,2020,04 Apr,Wine,755172,18207522,4.15,4.36,-0.0492
Illinois,2020,04 Apr,Wine,393602,10512479,3.74,3.45,0.0854
Kentucky,2020,04 Apr,Wine,75637,3691561,2.05,1.72,0.1942
Louisiana,2020,04 Apr,Wine,101758,3799736,2.68,2.71,-0.0115
Massachusetts,2020,04 Apr,Wine,309496,5862386,5.28,4.89,0.0799
Missouri,2020,04 Apr,Wine,165193,5077875,3.25,2.86,0.1376
North Dakota,2020,04 Apr,Wine,17235,617880,2.79,3.52,-0.2084
Oregon,2020,04 Apr,Wine,181577,3547474,5.12,5.65,-0.0939
Texas,2020,04 Apr,Wine,744306,23257363,3.2,2.77,0.1541
Virginia,2020,04 Apr,Wine,306134,7094962,4.31,3.93,0.0991
Wisconsin,2020,04 Apr,Wine,177467,4851640,3.66,3.31,0.1062
Alaska,2020,04 Apr,Beer,46318,589481,7.86,8.28,-0.0509
Arkansas,2020,04 Apr,Beer,187381,2476087,7.57,7.49,0.0102
Colorado,2020,04 Apr,Beer,411066,4789291,8.58,9.08,-0.0551
Connecticut,2020,04 Apr,Beer,164406,3019188,5.45,6.33,-0.1398
Florida,2020,04 Apr,Beer,1429488,18207522,7.85,8.89,-0.1172
Illinois,2020,04 Apr,Beer,819741,10512479,7.8,8.45,-0.0777
Kansas,2020,04 Apr,Beer,183760,2371396,7.75,9.01,-0.1397
Kentucky,2020,04 Apr,Beer,278550,3691561,7.55,8.09,-0.0672
Massachusetts,2020,04 Apr,Beer,420256,5862386,7.17,7.91,-0.0942
Missouri,2020,04 Apr,Beer,463318,5077875,9.12,9.55,-0.0447
North Dakota,2020,04 Apr,Beer,74846,617880,12.11,13.63,-0.1113
Oregon,2020,04 Apr,Beer,317276,3547474,8.94,9.84,-0.0912
Texas,2020,04 Apr,Beer,2608016,23257363,11.21,10.56,0.0617
Virginia,2020,04 Apr,Beer,551550,7094962,7.77,7.75,0.0033
Alaska,2020,05 May,Spirits,66926,589481,11.35,11.95,-0.0501
Arkansas,2020,05 May,Spirits,160008,2476087,6.46,5.31,0.2177
Colorado,2020,05 May,Spirits,520984,4789291,10.88,9.18,0.1851
Florida,2020,05 May,Spirits,1545339,18207522,8.49,9.4,-0.0974
Illinois,2020,05 May,Spirits,769949,10512479,7.32,8.02,-0.0871
Kansas,2020,05 May,Spirits,145632,2371396,6.14,6.72,-0.0862
Kentucky,2020,05 May,Spirits,298661,3691561,8.09,7.06,0.1466
Louisiana,2020,05 May,Spirits,353603,3799736,9.31,9.14,0.0184
Massachusetts,2020,05 May,Spirits,539742,5862386,9.21,9.2,0.0003
Missouri,2020,05 May,Spirits,500315,5077875,9.85,9.43,0.0453
North Dakota,2020,05 May,Spirits,70335,617880,11.38,11.74,-0.0307
Texas,2020,05 May,Spirits,1605685,23257363,6.9,6.0,0.1511
Virginia,2020,05 May,Spirits,490353,7094962,6.91,5.94,0.1632
Wisconsin,2020,05 May,Spirits,492915,4851640,10.16,10.44,-0.0269
Alaska,2020,05 May,Wine,24801,589481,4.21,4.95,-0.1506
Arkansas,2020,05 May,Wine,59386,2476087,2.4,1.96,0.2212
Colorado,2020,05 May,Wine,185902,4789291,3.88,3.91,-0.0077
Florida,2020,05 May,Wine,705053,18207522,3.87,4.25,-0.0898
Illinois,2020,05 May,Wine,388939,10512479,3.7,4.04,-0.085
Kentucky,2020,05 May,Wine,76657,3691561,2.08,1.85,0.1204
Louisiana,2020,05 May,Wine,110201,3799736,2.9,2.9,-0.0005
Massachusetts,2020,05 May,Wine,298870,5862386,5.1,5.7,-0.1055
Missouri,2020,05 May,Wine,144330,5077875,2.84,3.4,-0.1635
North Dakota,2020,05 May,Wine,14775,617880,2.39,2.49,-0.0398
Oregon,2020,05 May,Wine,165181,3547474,4.66,4.34,0.0734
Texas,2020,05 May,Wine,689362,23257363,2.96,2.63,0.1284
Virginia,2020,05 May,Wine,324662,7094962,4.58,4.34,0.0543
Wisconsin,2020,05 May,Wine,131978,4851640,2.72,2.91,-0.0654
Alaska,2020,05 May,Beer,59656,589481,10.12,11.19,-0.0958
Arkansas,2020,05 May,Beer,205235,2476087,8.29,7.58,0.0941
Colorado,2020,05 May,Beer,505188,4789291,10.55,10.6,-0.005
Florida,2020,05 May,Beer,1681765,18207522,9.24,9.73,-0.0509
Illinois,2020,05 May,Beer,991072,10512479,9.43,10.96,-0.1395
Kansas,2020,05 May,Beer,215525,2371396,9.09,8.33,0.0911
Kentucky,2020,05 May,Beer,293553,3691561,7.95,7.7,0.0322
Massachusetts,2020,05 May,Beer,364192,5862386,6.21,9.35,-0.3358
Missouri,2020,05 May,Beer,468559,5077875,9.23,10.48,-0.1193
North Dakota,2020,05 May,Beer,75065,617880,12.15,14.92,-0.1855
Oregon,2020,05 May,Beer,366271,3547474,10.32,10.37,-0.0047
Texas,2020,05 May,Beer,2369843,23257363,10.19,9.99,0.0197
Virginia,2020,05 May,Beer,606073,7094962,8.54,9.45,-0.0961
Alaska,2020,06 Jun,Spirits,67804,589481,11.5,12.28,-0.0631
Arkansas,2020,06 Jun,Spirits,165750,2476087,6.69,6.08,0.1015
Florida,2020,06 Jun,Spirits,1980176,18207522,10.88,10.43,0.0425
Illinois,2020,06 Jun,Spirits,878915,10512479,8.36,9.11,-0.08199999999999999
Kansas,2020,06 Jun,Spirits,173307,2371396,7.31,7.16,0.0211
Kentucky,2020,06 Jun,Spirits,305597,3691561,8.28,7.36,0.1245
Louisiana,2020,06 Jun,Spirits,350700,3799736,9.23,8.87,0.0402
Massachusetts,2020,06 Jun,Spirits,839124,5862386,14.31,12.88,0.1114
Missouri,2020,06 Jun,Spirits,621026,5077875,12.23,9.62,0.2709
North Dakota,2020,06 Jun,Spirits,96115,617880,15.56,13.32,0.168
Texas,2020,06 Jun,Spirits,1654885,23257363,7.12,6.3,0.1286
Virginia,2020,06 Jun,Spirits,461143,7094962,6.5,5.8,0.1201
Wisconsin,2020,06 Jun,Spirits,512313,4851640,10.56,11.98,-0.1185
Alaska,2020,06 Jun,Wine,27926,589481,4.74,5.32,-0.11
Arkansas,2020,06 Jun,Wine,52474,2476087,2.12,1.97,0.0746
Florida,2020,06 Jun,Wine,767066,18207522,4.21,3.89,0.0823
Illinois,2020,06 Jun,Wine,428974,10512479,4.08,4.14,-0.0133
Kentucky,2020,06 Jun,Wine,74745,3691561,2.02,1.93,0.0508
Louisiana,2020,06 Jun,Wine,107478,3799736,2.83,2.67,0.0586
Massachusetts,2020,06 Jun,Wine,382119,5862386,6.52,6.97,-0.0644
Missouri,2020,06 Jun,Wine,171219,5077875,3.37,3.27,0.0327
North Dakota,2020,06 Jun,Wine,18461,617880,2.99,2.51,0.1911
Oregon,2020,06 Jun,Wine,155041,3547474,4.37,4.07,0.0744
Texas,2020,06 Jun,Wine,711876,23257363,3.06,2.89,0.0598
Virginia,2020,06 Jun,Wine,319354,7094962,4.5,4.01,0.1213
Wisconsin,2020,06 Jun,Wine,168978,4851640,3.48,3.5,-0.0043
Alaska,2020,06 Jun,Beer,61865,589481,10.49,11.83,-0.1131
Arkansas,2020,06 Jun,Beer,193281,2476087,7.81,8.61,-0.09300000000000001
Florida,2020,06 Jun,Beer,1730414,18207522,9.5,8.99,0.0574
Illinois,2020,06 Jun,Beer,1145954,10512479,10.9,10.94,-0.0037
Kansas,2020,06 Jun,Beer,253615,2371396,10.69,9.4,0.1383
Kentucky,2020,06 Jun,Beer,271886,3691561,7.37,7.81,-0.0573
Massachusetts,2020,06 Jun,Beer,465088,5862386,7.93,9.13,-0.1312
Missouri,2020,06 Jun,Beer,499493,5077875,9.84,10.56,-0.0682
North Dakota,2020,06 Jun,Beer,94113,617880,15.23,16.64,-0.0844
Oregon,2020,06 Jun,Beer,358648,3547474,10.11,11.35,-0.1092
Texas,2020,06 Jun,Beer,2803068,23257363,12.05,12.16,-0.0085
